,Unnamed: 0,PMID/PMCID,Publisher,Journal title,Article title,Cost,Cleaned,NewTitle
1734,1734,PMCID: PMC3535400,Springer,Cellular and Molecular Life Sciences,"Tightrope act: autophagy in stem cell renewal, differentiation, proliferation, and aging",1882.23,95,Cellular and molecular life sciences : CMLS
1735,1735,"PMC3632722

",Springer,Cellular and Molecular Life Sciences,Neurovascular Development and Links to Disease ,1897.85,95,Cellular and molecular life sciences : CMLS
1736,1736,PMC3771402,Springer,Cellular and Molecular Life Sciences,Regulation of microRNA biogenesis and turnover by animals and their viruses,1951.8,95,Cellular and molecular life sciences : CMLS
1737,1737,"Epub ahead of print pub Feb 2013, print in press",Springer,Cellular and Molecular Life Sciences,Developmental mechanisms directing early anterior forebrain specification in vertebrates,2226.74,95,Cellular and molecular life sciences : CMLS
1738,1738,PMC3627038,Springer,Chromosome Research,"Esperanto for histones: CENP-A, not CenH3, is the centromeric histone H3 variant",2258.39,0,
1739,1739,print not yet published,Springer,Cognitive Processing,"Active inference, sensory attenuation and illusions",1903.03,100,Cognitive processing
1740,1740,PMC3490075,Springer,Cognitive Therapy and Research,"How disorder-specific are depressive attributions?  A comparison of individuals with depression, posttraumatic stress disorder and healthy controls.",1989.65,100,Cognitive therapy and research
1741,1741,PMC3631116,Springer,Current Atherosclerosis Reports,Modulation of 11?-Hydroxysteroid Dehydrogenase as a Strategy to Reduce Vascular Inflammation,2147.11,100,Current atherosclerosis reports
1742,1742,,Springer,Current Atherosclerosis Reports,Oxidized lipids and vascular inflammation,2311.54,100,Current atherosclerosis reports
1743,1743,PMC3410033,Springer,Current Obstetrics and Gynecology Reports ,Insights into Assessing the Genetics in Endometriosis,2321.55,99,Current obstetrics and gynecology reports
1744,1744,PMCID: PMC3644191,Springer,Development Genes and Evolution,Snail-dependant repression of the RhoGEF pebble is required for gastrulation consistency in Drosophila melanogaster,2230.1,100,Development genes and evolution
1745,1745,PMCID: PMC3648684,Springer,Diabetologia,Colocalisation and secretion of glucagon-like peptide-1 and peptide YY from promary cultutred human L-cells,2211.52,100,
1746,1746,PMCID: PMC3699707,Springer,Diabetologia,Predicted impact of extending the screening interval for diabetic retinopathy: the Scottish Diabetic Retinopathy Screening programme,2289.06,100,
1747,1747,PMC3737433,Springer,Diabetologia,Improved genetic testing for monogenic diabetes using targeted next-generation sequencing,2315.78,100,
1748,1748,2361679,Springer,European Child and Adolescent Psychiatry,Autistic Traits in ADHD in index clinical and cognitive problems,2331.95,95,European child & adolescent psychiatry
1749,1749,23385540 PMC3669511 ,Springer,European Child and Adolescent Psychiatty,Are parental ADHD problems associated with a more severe clinical presentation and greater family adversity in children with ADHD ?,2285.92,92,European child & adolescent psychiatry
1750,1750,PMC3414696,Springer,European Journal of Clinical Pharmacology,Pattern of asthma medication use among children in a large urban centre in Brazil.,1632.89,100,European journal of clinical pharmacology
1751,1751,PMC3672507,Springer,European Journal of Epidemiology,Hazardous alcohol consumption is associated with increased levels of B-type natriuretic peptide: evidence from two population-based studies,1899.66,100,European journal of epidemiology
1752,1752,3696174,Springer,European Journal of Epidemiology,High life in the sky? Mortality by floor of residence in Switzerland,2220.9,100,European journal of epidemiology
1753,1753,PMC3738845,Springer,European Radiology,The effect of a tuberculosis chest X-ray image reference set on non-expert reader performance,2263.18,100,European radiology
1754,1754,PMID: 23371752 PMC3745826 ,Springer,Experimental Brain Research,Cue integration and the perception of action in intentional binding,1889.1,100,Experimental brain research
1755,1755,"PMC3745827

",Springer,Experimental Brain Research,The psychology of volition,2076.55,100,Experimental brain research
1756,1756,,Springer,Hernia : the journal of hernias and abdominal wall surgery,Use of antibiotic prophylaxis in elective inguinal hernia repair in adults in London and south-east England: a cross sectional survey,1897.21,100,
1757,1757,PMID: 23644721 PMC3710569 ,Springer,Immunogenetics,The peptide motif of the single dominantly-expressed class I molecule of the chicken MHC can explain the response to a molecular defined vaccine of infectious bursal disease virus (IBDV),2211.52,100,
1758,1758,PMID: 23974321 PMC3824577,Springer,Immunogenetics,Killer cell immunoglobin-like receptor (KIR) genes and their HLA-C ligands in a Ugandan population,2240.86,100,
1759,1759,PMC3625409,Springer,Inflammation Research,Myocardial infarction causes inflammation and leukocyte recruitment at remote sites in the myocardium and in the renal glomerulus,2759.24,86,Journal of inflammation research
1760,1760,23748436,Springer,Journal of Autism and Development Disorders,Factor Structure of Autism Traits in children with ADHD,2324.76,98,Journal of autism and developmental disorders
1761,1761,PMC3676640,Springer,Journal of Autism and Developmental Disorders,Communication and Social Deficits in Relatives of Individuals with SLI and Relatives of Individuals with ASD,2240.48,100,Journal of autism and developmental disorders
1762,1762,"PMC3508276
",Springer,Journal of Bioethical Inquiry,Textual Practices in the Craft of Bioethics Cases,1938.26,100,Journal of bioethical inquiry
1763,1763,23704797 PMCID: PMC3662417 ,Springer,Journal of Biological Physics,Packaging signals in single-stranded RNA viruses: Nature's alternative to a purely electrostatic assembly mechanism,2226.16,100,Journal of biological physics
1764,1764,"PMCID:
    PMC3650242",Springer,Journal of Computational Neuroscience,The spatial pattern of light determines the kinetics and modulates backpropagation of optogenetic action potentials,2241.43,100,Journal of computational neuroscience
1765,1765,PMC3109261,Springer,Journal of Inherited Metabolic,Structural basis of fumarate hydratase deficiency,2127.68,87,Journal of inherited metabolic disease
1766,1766,print in press,Springer,Journal of Molecular Neuroscience,Pramipexole Reduces Phosphorylation of Alpha-synuclein at Serine 129,1896.98,97,Journal of molecular neuroscience : MN
1767,1767,,Springer,Journal of Neurology,Exome sequencing expands the mutational spectrum of SPG8 in a family with spasticity responsive to L-DOPA treatment,1851.29,100,Journal of neurology
1768,1768,PMCID: PMC3642358,Springer,Journal of Neurology,How often does music and rhythm improve patients' perception of motor symptoms in Parkinson's disease,1902.46,100,Journal of neurology
1769,1769,PMID:24150688,Springer,Journal of Neurology,Discrete gait characterisitcs are associated with m.3243A>G and m.8344A>G variants of mitochondrial disease and its pathological consequences,2209.76,100,Journal of neurology
1770,1770,PMC3691478,Springer,Journal of Neurology,Copper deficiency myeopathy,2387.49,100,Journal of neurology
1771,1771,3214239,Springer,Journal of the Association for Research in Otolaryngology,The Frequency Following Response (FFR) May Reflect Pitch-Bearing Information But is Not a Direct Representation of Pitch,2049.78,96,Journal of the Association for Research in Otolaryngology : JARO
1772,1772,PMC3463788,Springer,Mammalian Genome,Association studies in outbred mice in a new era of full-genome sequencing,2295.13,0,
1773,1773,PMC3608890,Springer,Metabolomics : Official journal of the Metabolomic Society,Targeted Metabolomics Metabolomic Profiles Are Strongly Correlated with Nutritional Patterns in Women,1916.98,100,
1774,1774,"PMC3634978

",Springer,Molecular and Cellular Biochemistry,"Folate metabolite profiling of different cell types and embryos suggests variation in folate one-carbon metabolism, including developmental changes in human embryonic brain",1860.37,100,Molecular and cellular biochemistry
1775,1775,PMC3569589,Springer,Neurogenetics,Comprehensive cytogenomic profile of the in vitro neuronal model SH-SY5Y.,2382.11,100,
1776,1776,"PMC3722452

",Springer,Neuroinformatics,PRoNTo: Pattern Recognition for Neuroimaging Toolbox,1883.71,100,
1777,1777,"PMC3650253

",Springer,Neuromolecular Medicine,Novel Mutations Mapping to the Fourth Sodium Channel Domain of Nav1.7 Result in Variable Clinical Manifestations of Primary Erythromelalgia,1742.35,100,Neuromolecular medicine
1778,1778,PMC3777188,Springer,Osteoporosis International,The anti-diabetic drug metformin does not affect bone mass in vivo or fracture healing,1929.03,0,
1779,1779,,Springer,Pflugers Archiv : European journal of physiology,Kv1 and Kir2 potassium channels are expressed in rat brain endothelial cells,1955.03,100,Pflugers Archiv : European journal of physiology
1780,1780,"PMC3696465

",Springer,Pflugers Archive,"A basic residue in the proximal C-terminus is necessary for efficient activation of the M-channel subunit Kv7.2 by PI(4,5)P2",1728.8,0,
1781,1781,PMID: 23407782 PMC3676742,Springer,Psychopharmacologie,Divergent effects of D(2/3) receptor activation in the nucleus accumbens core and shell on impulsivity and locomotor activity in high and low impulsive rats,1142.79,100,Psychopharmacologie
1782,1782,PMID: 23299096  PMC3636441 ,Springer,Psychopharmacologie,Comparison of the conditioned reinforcing properties of a safety signal and appetitive stimulus: effects of d-amphetamine and anxiolytics,2075.05,100,Psychopharmacologie
1783,1783,PMID: 23681165  PMC3824307 ,Springer,Psychopharmacologie,"Noradrenergic  versus dopaminergic modulation of impulsivity, attention and monitoring behaviour in rats performing the stop-signal task: possible relevance to ADHD",2265.88,100,Psychopharmacologie
1784,1784,PMC3824936 ,Springer,Reproductive Medicine and Biology,Nuclear reprogramming of sperm and somatic nuclei in eggs and oocytes,2242.99,100,Reproductive medicine and biology
1785,1785,PMC3496546,Springer,Seminars in Immunopathology,Trichuris muris: a model of gastrointestinal parasite infection,1894.6,100,Seminars in immunopathology
1786,1786,PMC3597274,Springer,Social Psychiatry & Psychiatric Epidemiology,"Abuse and other correlates of common mental disorders in youth: a cross-sectional study in Goa, India.",1739.13,96,Social psychiatry and psychiatric epidemiology
1787,1787,PMC3405234,Springer,Social Psychiatry and Psychiatric Epidemiol,Cross-national differences in questionnaires do not necessarily reflect comparable differences in disorder prevalence.,1739.13,97,Social psychiatry and psychiatric epidemiology
1788,1788,PMC3529206,Springer,Social Psychiatry and Psychiatric Epidemiol,"Patterns of alcohol use, their correlates and impact in make drinkers: a population-based survey from Goa, India.",1739.13,97,Social psychiatry and psychiatric epidemiology
1789,1789,PMC3597274,Springer,Social Psychiatry and Psychiatric Epidemiology,"Abuse and other correlates of Common Mental Disorders in Youth: a
Cross-Sectional study in Goa, India
",1905.98,100,Social psychiatry and psychiatric epidemiology
1790,1790,PMC3405234,Springer,Social Psychiatry and Psychiatric Epidemiology,Cross-national differences in questionnaires do not necesarily reflect comparable differences in disorder prevalence.,1944.88,100,Social psychiatry and psychiatric epidemiology
1791,1791,PMC3529206,Springer,Social Psychiatry and Psychiatric Epidemiology,"Patterns of alcohol use, their correlates and impact in male drinkers: a population-based survey from Goa, India",1944.88,100,Social psychiatry and psychiatric epidemiology
1792,1792,PMCID: PMC3782642,Springer,Social Psychiatry and Psychiatric Epidemiology,Epidemiology of childhood conduct problems in Brazil: systematic review and meta-analysis,2274.49,100,Social psychiatry and psychiatric epidemiology
1793,1793,22618994 PMC344470,Springer,Springer,Intracerebral immune complex formation induces inflammation in the brain that depends on Fc receptor interaction. ,1981.19,0,
1794,1794,PMCID:PMC3755220,Springer,The Journal of Abnormal Child Psychology and Psychiatry ,The Value of Measuring Impact Alongside Symptoms in Children and Adolescents: A Longitudinal Assessment in a Community Sample.,2247.34,0,
1795,1795,"PMCID:
    PMC3508281

",Springer,Tropical Animal Health & Production,"Low prevalence of bovine tuberculosis in Somali pastoral livestock, southeast Ethiopia",2054.78,94,Tropical animal health and production
1796,1796,PMCID: PMC3599165,Springer,Urolithiasis,Accuracy of urine pH testing in a regional metabolic renal clinic: is the dipstick accurate enough?,1112.4,100,
1797,1797,3633780,Springer ,AIDS and behavior,"Adherence to antiretroviral therapy and clinical outcomes among young adults reporting high-risk sexual behavior, including men who have sex with men, in coastal Kenya.",1834.77,100,
1798,1798,PMC3627851,Springer - Verlag GMBH,Open Choice,AIDS and Behavior,1663.63,0,
1799,1799,PMC3778840,Springer - Verlag GMBH,Open Choice,Detection of antenatal depression in rural HIV affected populations with short and ultra-short versions of the Edingburgh Postnatal Depression Scales (EPDS),1829.99,0,
1800,1800,22897899 MC3489778,Springer Science + Business Media,Springer Science + Business Media,Differential expression of extracellular matrix components in the fallopian tubes throughout the menstrual cycle,1117.37,0,
1801,1801,PMID: 23575945,Springer Verlag,Journal of Bioenergetics and Biomembranes,AMPK modulates glucose-sensing in insulin-secreting cells by altered phosphotransfer to KATP channels,2262.68,100,Journal of bioenergetics and biomembranes
1802,1802,3657347,Springer-Veriag GmbH ,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,The tympanic membrane displacement analyzer for monitoring intracranial pressure in children,1831.38,100,
1803,1803,21948184 PMC3528370 ,SPRINGER-VERLAG GMBH,"Age (Melbourne, Vic.)",The dominant human conjunctival epithelial CD8??+ T cell population is maintained with age but the number of CD4+ T cells increases.,2338.28,100,
1804,1804,23225165,Springer-Verlag GmbH,Biomolecular NMR Assignments,"Resonance assignment of As-p18, a fatty acid binding protein secreted by developing larvae of the parasitic nematode Ascaris suum",1930.88,100,Biomolecular NMR assignments
1805,1805,"PMCID:
    PMC3695676",Springer-Verlag GmbH,Journal of Molecular Medicine,Functional expression of Rab escort protein 1 following AAV2-mediated gene delivery in the retina of choroideremia mice and human cells ex vivo,2262.59,100,Journal of molecular medicine
1806,1806,23474851 : PMC3664183 ,SPRINGER-VERLAG GMBH,Journal of Neural Transmission,Cellular Localization and Trafficking of Vascular Adhesion Protein-1 as Revealed by an N-terminal GFP Fusion Protein,2289.17,100,Journal of neural transmission
1807,1807,23400772 PMC3586169 ,SPRINGER-VERLAG GMBH,Journal of The American Society for Mass Spectrometry,Probing the complementarity of FAIMS and strong cation exchange chromatography in shotgun proteomics,2081.07,100,Journal of the American Society for Mass Spectrometry
1808,1808,23340916,Springer-Verlag GMBH & Ci,"Age (Melbourne, Vic.)",Voluntary exercise can strengthen the circadian system in aged mice,2002.0,100,
1809,1809,23179061,"Springer-Verlag GmbH, Heidelberger Platz 3, D-14197 Berlin",Biomolecular NMR Assignments,"1H, 13C and 15N chemical shift assignments of Na-FAR-1, a helix-rich fatty acid and retinol binding protein of the parasitic nematode Necator americanus ",1916.11,100,Biomolecular NMR assignments
1810,1810,,T&F,Azania: Archaeological Research in Africa ,Jebel Moya (Sudan): new dates from a mortuary complex at the southern Meroitic frontier,1823.76,0,
1811,1811,In Process,Taylor & Francis,AIDS care,"Burden of HIV among primary school children and feasibility of primary school-linked HIV testing in Harare, Zimbabwe.",2145.6,100,
1812,1812,"PMCID:
    PMC3590645",Taylor & Francis,AIDS care,Asset ownership among households caring for orphans and vulnerable children in rural Zimbabwe: The influence of ownership on children's health and social vulnerabilities,2399.28,100,
1813,1813,"PMCID:
    PMC3613944",Taylor & Francis,AIDS care,"Barriers to involvement of men in ANC and VCT in Khayelitsha, South Africa.",2399.28,100,
1814,1814,PMC3783897,Taylor & Francis,Annals of Science,"Systems, and How Linnaeus Looked At Them in Retrospect",2337.6,100,Annals of science
1815,1815,,Taylor & Francis,Canadian Journal of African Studies,"Go back to the land! Negotiating space, framing governmentality in Lambwe Valley, Kenya 195475",2145.6,100,Canadian journal of African studies
1816,1816,,Taylor & Francis,Child neuropsychology : a journal on normal and abnormal development in childhood and adolescence,The role of verbal and nonverbal memory in the Family Pictures Subtest: Data from children with specific language impairment,2145.6,100,Child neuropsychology : a journal on normal and abnormal development in childhood and adolescence
1817,1817,-,Taylor & Francis,English Studies,"We Cannot Be Greek Now: Age Difference, Corruption of Youth and the Making of Sexual Inversion",2475.6,0,
1818,1818,-,Taylor & Francis,European Journal of English Studies,Obscurity and gender resistance in Patricia Duncker's James Miranda Barry,2260.8,100,European journal of English studies
1819,1819,PMC3729250,Taylor & Francis,Journal of Cultural Economy,Transport to where? Reflections on the problem of value and time .,2145.6,100,Journal of cultural economy
1820,1820,In Process,Taylor & Francis,Medical Anthropology,Precarious projects conversions of biomedical knowledge in an East African city.,2145.6,100,Medical anthropology
1821,1821,-,Taylor & Francis,Science as Culture,Walking or Waiting? Topologies of the Breeding Ground in Malaria Control,2145.6,100,Science as culture
1822,1822,23514390,Taylor & Francis Journals ,The American journal of bioethics : AJOB,"The ""difficult patient"" conundrum in sickle cell disease in Kenya: complex sociopolitical problems need wide multidimensional solutions.",1804.19,100,
1823,1823,3534410,Taylor & Francis Journals ,Ethnicity & health,'All her children are born that way': gendered experiences of stigma in families affected by sickle cell disorder in rural Kenya.,1987.56,100,
1824,1824,"PMCID:
    PMC3687248
",Taylor and Francis,AIDS care,WORLDBANK Special Issue: Evidence for a contribution of the Community Response to HIV decline in eastern Zimbabwe?,2232.74,100,
1825,1825,PMC3590646,Taylor and Francis,American Journal of Bioethics--Neuroscience,Just How Cognitive is 'Cognitive Enhancement'? On the Significance of Emotions in University Students' Experiences with Study Drugs,2465.77,0,
1826,1826,Not yet available,Taylor and Francis,South Asian History and Culture,"Quinine, Mosquitoes and Empire: Reassembling Malaria in British India",2145.6,100,South Asian history and culture
1827,1827,Not yet available,Taylor and Francis,The History of the Family,"Parenthood, child-rearing and fertility in England, 1850-1914",2316.79,0,
1828,1828,PMC3836354 ,Taylor and Francis ,Journal of Experimental Nanoscience,Application of Nanotechnology to Control Bacterial Adhesion and Patterning on Material Surfaces,2474.16,100,Journal of experimental nanoscience
1829,1829,PMC3621106 ,The American Chemical Society Petroleum Research Trust,Journal of medicinal chemistry,Crystal Structure of Human Aurora B in Complex with INCENP and VX-680,1272.99,100,Journal of medicinal chemistry
1830,1830,PMC3506127,The American Chemical Society Petroleum Research Trust,Journal of medicinal chemistry,Identification of a chemical probe for bromo and extra C-terminal bromodomain inhibition through optimization of a fragment-derived hit.,1280.73,100,Journal of medicinal chemistry
1831,1831,PMC3257585,The American Chemical Society Petroleum Research Trust,Journal of medicinal chemistry,"7,8-dichloro-1-oxo-?-carbolines as a versatile scaffold for the development of potent and selective kinase inhibitors with unusual binding modes.",1535.56,100,Journal of medicinal chemistry
1832,1832,PMC3545483,The American Chemical Society Petroleum Research Trust,Journal of medicinal chemistry,Novel inverse binding mode of indirubin derivatives yields improved selectivity for DYRK kinases,625.6,100,Journal of medicinal chemistry
1833,1833,"PMC3798815
",The American Physiological Society,Journal of Applied Physiology,Development and validation of anthropometric prediction equation for estimation of lean body mass and appendicular lean soft tissue in Indian mean and women.,1288.0,100,Journal of applied physiology
1834,1834,PMC3518124,The American Society for Biochemistry and Molecular Biology,Molecular & Cellular Proteomics,Observing the binding site and dynamics of protein S1 on a bacterial Ribosome with cross-linking and mass spectrometry,951.76,95,Molecular & cellular proteomics : MCP
1836,1836,PMC in progress,The American Society of Pediatrics,Pediatrics,Vitamin d3 supplementation and childhood diarrhea: a randomized controlled trial.,2645.85,100,
1837,1837,23562481,The Boulevard,Virology,Metagenomic study of the viruses of African straw-coloured fruit bats: detection of a chiropteran poxvirus and isolation of a novel adenovirus,2421.96,100,
1838,1838,PMC3744072,The company of Biolgists,Biology Open,Analysis of the cartilage proteome from three different mouse models of genetic skeletal diseases reveal common and discrete disease signatures,1044.0,100,Biology open
1839,1839,PMC3820264,The company of Biolgists,Disease Models and Mechanisms,A novel transgenic mouse model of growth plate dysplasia reveals that decreased chondrocyte proliferation due to chronic ER stress is a key factor in reduced bone growth,2400.0,93,Disease models & mechanisms
1840,1840,PMCID: 3507208,THE COMPANY OF BIOLOGISTS,Biology open,DROSOPHILA SYNCRIP BINDS THE GURKEN MRNA LOCALISATION SIGNAL & REGULATES LOCALISED TRANSCRIPTS,1014.74,100,
1841,1841,3744075,The company of Biologists,Biology Open,Intra-ER sorting of the peroxisomal membrane protein Pex3 relies on its luminal domain,1044.0,100,Biology open
1842,1842,PMC3640218 ,The Company of Biologists,"Development (Cambridge, England)",ProNGF promotes neurite growth from a subset of NGF-dependent neurons by a p75NTR-dependent mechanism,1620.0,100,
1843,1843,PMC3672941,The Company of Biologists,Journal of Cell Science,A short bifunctional element operates to positively or negatively regulate ESAG9 expression in different developmental forms of Trypanosoma brucei,2400.0,100,Journal of cell science
1844,1844,"PMCID:
    PMC3583043
",The Company of Biologists Ltd,"Development (Cambridge, England)",The transcriptional co-factor RIP140 regulates mammary gland development by promoting the generation of key mitogenic signals.,1620.0,96,
1845,1845,PMC3724960,The Endocrine Socety,Endocrinology,Gastric expression of plasminogen activator inhibitor (PAI)-1 is associated with hyperphagia and obesity in mice,1875.0,100,
1846,1846,PMCID: PMC3568261,The Endocrine Society,Endocrinology,"The programming of cardiac hypertrophy in the offspring by maternal obesity is associated with hyperinsulinemia, AKT, ERK and mTOR activation",1864.86,100,
1847,1847,"PMCID:
    PMC3544356
",The Endocrine Society,Endocrinology,Short-term pharmacological suppression of the hyperprolactinemia of infertile hCG overproducing female mice persistently restores their fertility,2246.22,100,
1848,1848,"PMCID: PMC3507354
",The Endocrine Society,Endocrinology,Neurochemical characterization of body weight-regulating leptin receptor neurons in the nucleus of the solitary tract,2247.02,100,
1849,1849,"PMC3708033

",THE ENDOCRINE SOCIETY,Journal of Clinical Endocrinology,Structural pituitary abnormalities associated with CHARGE syndrome,1970.57,100,The Journal of clinical endocrinology
1850,1850,23337727 PMC3651585 ,The Endocrine Society,Journal of Clinical Endocrinology and Metabolism,Genotype and phenotype correlation,1909.0,100,The Journal of clinical endocrinology and metabolism
1851,1851,PMID: 23846817 /PMCID: PMC3784648,The Endocrine Society,Journal of Clinical Endocrinology and Metabolism,Metformin inhibits FSH action in human granulosa cells: relevance to polycystic ovary syndrome,1969.56,100,The Journal of clinical endocrinology and metabolism
1852,1852,PMID: 23783094 : PMC3813945 ,The Endocrine Society,Journal of Clinical Endocrinology and Metabolism,How changes in affinity of corticosteroid-binding globulin modulate free cortisol concentration,2320.0,100,The Journal of clinical endocrinology and metabolism
1853,1853,23365120 PMC3708032 ,The Endocrine Society,Journal of Clinical Endocrinology and Metabolism,Prenatal diagnosis of congenital adrenal hyperplasia caused by p450,2347.87,100,The Journal of clinical endocrinology and metabolism
1854,1854,,The Endrocrine Society,Journal od Clinical Endocrinology,Corticotropin releasing hormone interacts with Interleukin;-1 to Regulate Prostaglandin H Synthase- 2 Expression in Human Myometrium During Pregnancy and Labor,3602.41,94,The Journal of clinical endocrinology
1855,1855,,The Journal of Visualized Experiments,The Journal of Visualized Experiments,A Visual Assay to Monitor T6SS-mediated Bacterial Competition,1424.71,94,Journal of visualized experiments : JoVE
1856,1856,"PMC3613719
",The Royal College of Psychiatrists,BJP,Effect of psychosocial interventions on social functioning in depression and schizophrenia: meta-analysis,3000.0,0,
1857,1857,PMC3766126,The Royal College of Psychiatrists,British Journal of Psychiatry,Alcohol assessment and feedback by email for university students: main findings from randomised controlled trial,3000.0,87,British journal of psychotherapy
1858,1858,23782536,The Royal Society,Journal of the Royal Society Interface,"The structure of latherin, a surfactant allergen protein from horse sweat and saliva",2057.78,98,"Journal of the Royal Society, Interface"
1859,1859,PMCID: PMC3785964,The Royal Society,"Philosophical Transactions of the Royal Society of London. Series B, Biological Sciences","Cell and tissue polarity in the intestinal tract during tumourigenesis: cells still know the right way up, but tissue organization is lost.",1680.0,100,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences"
1860,1860,PMC3673055,The Royal Society,Proceedings B,Integrating genealogical and dynamical modelling to infer escape and reversion rates in HIV epitopes,1680.0,92,Proceedings
1861,1861,PMC3479731,The Royal Society,Proceedings of the Royal Society B: Biological Sciences,"Virulence, drug sensitivity and transmission success in the rodent malaria, Plasmodium chabaudi.",1260.0,0,
1862,1862,PMC3259919,The Royal Society,Proceedings of the Royal Society B: Biological Sciences,Non-linear time series approaches in characterising mood stability and mood instability in bipolar disorder,1680.0,0,
1863,1863,PMCID: PMC3712420,The Royal Society,Proceedings of the Royal Society B: Biological Sciences,Analysis of phenotypic evolution in Dictyostelia highlights developmental plasticity as a likely consequence of colonial multicellularity,1680.0,0,
1864,1864,PMC 3720043,The royal Society,RSTB 20one2.0one45,A sticky situation : the unexpected stability of malaria elimination,1680.0,0,
1865,1865,22962270 PMC3491872 ,The Sheridan Press,Cancer Research,T cell trafficking facilitated by high endothelial venules is required for tumor control after regulatory T cell depletion,799.44,100,Cancer research
1866,1866,,The Sheridan Press,Science-Research,Increase in adult life expectancy,1224.61,0,
1867,1867,,The Sheridan Press,Science-Research,High Coverage of ART increases,949.52,0,
1868,1868,3516067,The Sheridan Press ,The American journal of tropical medicine and hygiene,Use of Rapid Diagnostic Tests in Malaria School Surveys in Kenya: Does their Under-performance Matter for Planning Malaria Control?,1152.5,100,
1869,1869,,Transcript Verlag,Developing World Bioethics,Rethinking biomedicine and governance in Africa:Contributions from anthropology,1653.02,100,Developing world bioethics
1870,1870,PMID: 23873369,University of the Basque Country Press,International Journal of Developmental Biology,The Dictyostelium prestalk inducer DIF-1 directs phosphorylation of a bZIP transcription factor.,1306.11,100,The International journal of developmental biology
1871,1871,21624095  PMCID: PMC3734623 ,Wiley,Acta Physiol,Integration of transient receptor potential canonical channels with lipids,1991.5,0,
1872,1872,In Process,Wiley,"Addiction (Abingdon, England)","Acute alcohol-related dysfunction as a predictor of employment status in a longitudinal study of working age men in Izhevsk, Russia.",1919.51,100,
1873,1873,23734913,Wiley,"Addiction (Abingdon, England)","Childhood conduct disorder trajectories, prior risk factors and cannabis use at age 16: birth cohort study",2352.94,100,
1874,1874,print published August 2013,Wiley,Aging cell,"TORC1 signaling inhibition by rapamycin and caffeine affect lifespan, global gene expression and cell proliferation of fission yeast",1970.57,100,
1875,1875,"PMCID:
    PMC3761188",Wiley,Alimentrary Pharmacology & Therapeutics,Meta-analysis: the diagnostic accuracy of critical flicker frequency in minimal hepatic encephalopathy,2373.59,99,Alimentary pharmacology & therapeutics
1876,1876,"PMCID:
    PMC3761189",Wiley,Alimentrary Pharmacology & Therapeutics,"Predicting the development of acute kidney injury in liver cirrhosis--an analysis of glomerular filtration rate, proteinuria and kidney injury biomarkers.",2373.59,99,Alimentary pharmacology & therapeutics
1877,1877,,Wiley,American Ethnologist,This is our little Hajj? Muslim Holy sites and reappropriation of the sacred,1870.32,100,American ethnologist
1878,1878,published Sept 2013,Wiley,American Journal of Medical Genetics Part A,"A Distinct Mitochondrial Myopathy, Lactic Acidosis and Sideroblastic Anaemia (MLASA) Phenotype Associates with YARS2 Mutations",1500.0,99,American journal of medical genetics. Part A
1879,1879,PMC3749465,Wiley,Angewande Chemie,Site-Specific Identification of the Abeta Fibril-Glycosaminoglycan Interaction Site using Solid State NMR Spectroscopy,2979.91,0,
1880,1880,,Wiley,Angewandte Chemie,Cysteine Promoted C-terminal Hydrazinolysis of Native Peptides and Proteins,2250.0,0,
1881,1881,PMC3532623,Wiley,Annals of Human Genetics,Association of FTO gene variants with body composition in UK twins,2234.61,100,Annals of human genetics
1882,1882,PMC3698700 ,Wiley,Annals of Neurology,Optic radiation tractography and vision in anterior temporal lobe resection,1500.0,100,Annals of neurology
1883,1883,PMC3580047,Wiley,Annals of Neurology,Mitochondrial DNA deletions and neurodegeneration in multiple sclerosis,2184.22,100,Annals of neurology
1884,1884,"PMC3638323
",Wiley,Annals of Neurology ,Glucocerebrosidase deficiency in substantia nigra of Parkinson's disease brains,2010.24,97,Annals of neurology
1885,1885,"PMC3698699

",Wiley,Annals of Neurology ,Mutations in the autoregulatory domain of ?-tubulin 4a cause hereditary dystonia,2010.24,97,Annals of neurology
1886,1886,,Wiley,Annals of the New York Academy of Sciences,How serotonin shapes moral judgment and behavior,1500.0,100,Annals of the New York Academy of Sciences
1887,1887,PMC3495297,Wiley,Annals of the New York Academy of Sciences,What brain signals are suitable for feedback control of deep brain stimulation in Parkinson's disease,2293.27,100,Annals of the New York Academy of Sciences
1888,1888,"PMCID:
    PMC3625741
",Wiley,Arthritis & Rheumatism,Lack of effect of a single injection of human C-reactive protein on murine lupus or nephrotoxic nephritis,1000.0,91,Arthritis and rheumatism
1889,1889,"PMCID:
    PMC3607248",Wiley,Arthritis & Rheumatism,Distinct roles for complement in glomerulonephritis and atherosclerosis revealed in mice with a combination of lupus and hyperlipidemia,1500.0,91,Arthritis and rheumatism
1890,1890,,Wiley,Arthritis & Rheumatism,The circadian clock in chondrocytes regulates genes controlling key aspects of cartilage homeostasis,1969.02,91,Arthritis and rheumatism
1891,1891,23460124 PMC3715109,Wiley,Arthritis and Rheumatism,Metabolic profiling predicts response to anti-TNF? therapy in patients with rheumatoid arthritis,1500.0,100,Arthritis and rheumatism
